id,uuid,observed_on,time_observed_at,time_zone,user_name,created_at,quality_grade,url,image_url,sound_url,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,private_place_guess,private_latitude,private_longitude,geoprivacy,coordinates_obscured,place_town_name,species_guess,scientific_name,common_name
31949658,5cf1b676-1d58-4115-8ade-2e9449c8d6a0,2019-09-01,2019-09-01 21:28:58 UTC,Pacific Time (US & Canada),Lexi Roberts,2019-09-01 22:29:10 UTC,research,https://www.inaturalist.org/observations/31949658,https://static.inaturalist.org/photos/50058451/medium.jpg,,,7,0,"Washington, US",48.5588769404,-122.452197164,,,,,true,,Orca,Orcinus orca,Orca
32090858,194801a3-4d59-4b82-b5d8-47f7a94bd17d,2019-08-30,2019-08-30 23:15:14 UTC,Pacific Time (US & Canada),Amy Wolfrum,2019-09-04 04:18:30 UTC,research,https://www.inaturalist.org/observations/32090858,https://static.inaturalist.org/photos/50298655/medium.jpg,,,4,0,"Washington, US",48.5290660967,-123.0062290406,,,,,true,,Orca,Orcinus orca,Orca
32373167,1c0904e8-f742-4598-9cc1-b2bd4c762d29,2019-08-19,2019-08-19 20:05:00 UTC,Pacific Time (US & Canada),Jami Gramore,2019-09-08 21:49:19 UTC,research,https://www.inaturalist.org/observations/32373167,https://inaturalist-open-data.s3.amazonaws.com/photos/50766311/medium.jpeg,,,9,0,"Washington, US",48.2656984705,-122.8773766989,,,,,true,,Orca,Orcinus orca,Orca
32643926,449eccb5-da8f-4830-ba03-6af9f6492c7d,2018-06-15,2018-06-15 22:47:33 UTC,Pacific Time (US & Canada),Steve Smith,2019-09-13 15:33:45 UTC,research,https://www.inaturalist.org/observations/32643926,https://inaturalist-open-data.s3.amazonaws.com/photos/51216447/medium.jpg,,,10,0,"Washington, US",48.4016464608,-123.1735834763,,,,,true,,Orca,Orcinus orca,Orca
32928783,ef5be35c-4ad6-49cd-835a-ca088f273f06,2019-09-07,2019-09-07 22:40:00 UTC,Pacific Time (US & Canada),Rosie Poirier,2019-09-18 02:45:38 UTC,research,https://www.inaturalist.org/observations/32928783,https://inaturalist-open-data.s3.amazonaws.com/photos/51681598/medium.jpeg,,"Transient Orca, Male T137A",5,0,"Washington, US",48.7646144873,-122.8771185081,,,,,true,,Orca,Orcinus orca,Orca
32928784,5425d529-243c-4862-9599-ec2ceeadd298,2019-09-07,2019-09-07 22:40:00 UTC,Pacific Time (US & Canada),Rosie Poirier,2019-09-18 02:45:39 UTC,research,https://www.inaturalist.org/observations/32928784,https://inaturalist-open-data.s3.amazonaws.com/photos/51681608/medium.jpeg,,"Transient Orca, Male T137A",5,0,"Washington, US",48.6973741445,-122.8109995013,,,,,true,,Orca,Orcinus orca,Orca
32928858,fffacb34-ba12-4d90-b91d-ab6ba91fab91,2019-09-08,2019-09-08 21:00:00 UTC,Pacific Time (US & Canada),Rosie Poirier,2019-09-18 02:47:09 UTC,research,https://www.inaturalist.org/observations/32928858,https://inaturalist-open-data.s3.amazonaws.com/photos/51682538/medium.jpeg,,"Transient Orca, Female
Family T137A",5,0,"Washington, US",48.8000116398,-122.8066112916,,,,,true,,Orca,Orcinus orca,Orca
33049826,2ee9cc0d-4f0c-40c8-abbf-6dd181b8d627,2019-09-02,2019-09-02 14:15:00 UTC,Hawaii,Lexi Roberts,2019-09-20 04:18:22 UTC,research,https://www.inaturalist.org/observations/33049826,https://static.inaturalist.org/photos/51877380/medium.jpeg,,,7,0,"San Juan County, US-WA, US",48.5961290708,-122.8104406541,,,,,true,,Orca,Orcinus orca,Orca
33706883,c81d3a79-cfd0-48f2-91ff-6839df79558e,2019-09-30,2019-09-30 22:00:11 UTC,Pacific Time (US & Canada),Samuel Sachs Strauss,2019-10-01 16:21:28 UTC,research,https://www.inaturalist.org/observations/33706883,https://static.inaturalist.org/photos/52967377/medium.jpg,,,6,0,"Washington, US",48.4110829032,-123.0300241024,,,,,true,,Orca,Orcinus orca,Orca
35531354,208e49a9-09f9-4221-8882-f18d66900c84,2019-11-09,2019-11-09 16:00:05 UTC,UTC,Lauren Audi,2019-11-10 15:58:35 UTC,research,https://www.inaturalist.org/observations/35531354,https://static.inaturalist.org/photos/56036275/medium.jpg,,,7,0,"Washington, US",47.8416393169,-122.5563246866,,,,,true,,Orca,Orcinus orca,Orca
35717585,79404607-513b-480e-bcdc-803c777091dc,2019-11-15,2019-11-15 12:58:50 UTC,UTC,Samuel Sachs Strauss,2019-11-15 22:29:32 UTC,research,https://www.inaturalist.org/observations/35717585,https://static.inaturalist.org/photos/56354850/medium.jpg,,"Believed to be transients. One large male, one mature female (presumed mother), two juveniles. Initially spotted in the harbor, traveling north east across the channel.",6,0,"San Juan County, US-WA, US",48.4794335355,-123.0980041341,,,,,true,,Orca,Orcinus orca,Orca
35718556,dc49f6a0-5b91-4fb3-acd5-e858376eea1b,2019-11-15,2019-11-15 14:42:24 UTC,UTC,,2019-11-15 22:57:33 UTC,research,https://www.inaturalist.org/observations/35718556,https://inaturalist-open-data.s3.amazonaws.com/photos/56356665/medium.jpg,,,5,0,"San Juan County, US-WA, US",48.4904099211,-123.0287003006,,,,,true,,Orca,Orcinus orca,Orca
35719506,39b9a03c-5cf6-4271-803a-fd8d9861208d,2019-11-15,2019-11-15 13:14:32 UTC,UTC,,2019-11-15 23:29:03 UTC,research,https://www.inaturalist.org/observations/35719506,https://inaturalist-open-data.s3.amazonaws.com/photos/56358160/medium.jpg,,,6,0,"San Juan County, US-WA, US",48.5409081522,-123.0038676429,,,,,true,,Orca,Orcinus orca,Orca
36327387,f9482a10-8868-4f80-808d-f6f3a94cdcfa,2019-11-15,2019-11-15 14:42:31 UTC,UTC,,2019-12-03 20:48:55 UTC,research,https://www.inaturalist.org/observations/36327387,https://inaturalist-open-data.s3.amazonaws.com/photos/57412229/medium.jpg,,T123 ,6,0,"San Juan County, US-WA, US",48.5929270847,-123.053362099,,,,,true,,Orca,Orcinus orca,Orca
36327440,8c2f6598-9307-4fca-a86d-d39e0452dde3,2019-11-17,2019-11-17 16:13:20 UTC,UTC,,2019-12-03 20:52:51 UTC,research,https://www.inaturalist.org/observations/36327440,https://inaturalist-open-data.s3.amazonaws.com/photos/57412365/medium.jpg,,T18s and T19,6,0,"San Juan County, US-WA, US",48.5723883606,-123.007353382,,,,,true,,Orca,Orcinus orca,Orca
37660026,33e6f24b-ace6-4955-bd4d-6f60c1bab68b,2018-06-16,2018-06-16 23:50:37 UTC,Mountain Time (US & Canada),"",2020-01-16 20:28:25 UTC,research,https://www.inaturalist.org/observations/37660026,https://static.inaturalist.org/photos/59748028/medium.jpg,,,10,0,"Washington, US",48.5560846988,-122.7155447654,,,,,true,,Orca,Orcinus orca,Orca
37660117,9cb73044-29b2-4689-8bc0-b4e9f71b3d3f,2018-06-16,2018-06-17 00:10:47 UTC,Mountain Time (US & Canada),"",2020-01-16 20:32:56 UTC,research,https://www.inaturalist.org/observations/37660117,https://static.inaturalist.org/photos/59748216/medium.jpg,,,10,0,"Washington, US",48.565793886,-122.7043121364,,,,,true,,Orca,Orcinus orca,Orca
37660220,4a8fd882-c82d-4aa2-9978-48b713026b72,2018-06-16,2018-06-17 02:10:32 UTC,Mountain Time (US & Canada),"",2020-01-16 20:36:09 UTC,research,https://www.inaturalist.org/observations/37660220,https://static.inaturalist.org/photos/59748326/medium.jpg,,,11,0,"Washington, US",48.575988965,-122.4912691175,,,,,true,,Orca,Orcinus orca,Orca
38876497,d51c9296-3eeb-4bd6-b6d2-f614da5fb77a,2015-06-23,2015-06-24 06:12:00 UTC,Pacific Time (US & Canada),Cole Gaerber,2020-02-20 07:26:19 UTC,research,https://www.inaturalist.org/observations/38876497,https://inaturalist-open-data.s3.amazonaws.com/photos/61822991/medium.png,,Residents just hanging out off the point,7,0,"Washington, US",48.5036503339,-123.0136990234,,,,obscured,true,,Orca,Orcinus orca,Orca
39301136,c857b0ec-5c22-47f2-a5e4-1ced53dc21c4,2010-08-01,2010-08-02 02:05:12 UTC,Mountain Time (US & Canada),,2020-02-28 02:06:47 UTC,research,https://www.inaturalist.org/observations/39301136,https://inaturalist-open-data.s3.amazonaws.com/photos/62335420/medium.jpg,,,7,0,"San Juan County, US-WA, US",48.4886431767,-123.0242498528,,,,,true,,Orca,Orcinus orca,Orca
39395291,2d530a6b-c9e8-4bfd-ab0e-4ecbb6b1c42e,2017-07-14,2017-07-14 21:52:00 UTC,Pacific Time (US & Canada),Christopher Lindsey,2020-03-01 08:10:41 UTC,research,https://www.inaturalist.org/observations/39395291,https://inaturalist-open-data.s3.amazonaws.com/photos/62495560/medium.jpeg,,,7,0,"Washington, US",48.5812871787,-122.721652762,,,,,true,,Orca,Orcinus orca,Orca
39870082,97b3a00b-beb5-4c4d-9fa3-352adb1dfffb,2011-08-12,2011-08-12 21:31:00 UTC,Eastern Time (US & Canada),"",2020-03-12 04:04:00 UTC,research,https://www.inaturalist.org/observations/39870082,https://inaturalist-open-data.s3.amazonaws.com/photos/63299222/medium.jpeg,,,6,0,"San Juan County, US-WA, US",48.7850912634,-122.8386812764,,,,,true,,Orca,Orcinus orca,Orca
39870083,e38aee10-03aa-4157-991f-bd64a3f83c4f,2011-08-12,2011-08-12 22:27:00 UTC,Eastern Time (US & Canada),"",2020-03-12 04:04:00 UTC,research,https://www.inaturalist.org/observations/39870083,https://inaturalist-open-data.s3.amazonaws.com/photos/63299227/medium.jpeg,,,7,0,"San Juan County, US-WA, US",48.6451853648,-122.8339449626,,,,,true,,Orca,Orcinus orca,Orca
40004168,01bb7eee-9674-44de-9e05-af8e599aa9f6,2015-07-10,,UTC,Ben Zerante,2020-03-15 01:59:40 UTC,research,https://www.inaturalist.org/observations/40004168,https://inaturalist-open-data.s3.amazonaws.com/photos/63526570/medium.jpeg,,,6,0,"Washington, US",48.4085038604,-123.0345524782,,,,,true,,Orca,Orcinus orca,Orca
40061981,3f716a83-6fe4-48e1-8971-27de6418c20f,2020-03-12,2020-03-12 18:32:19 UTC,Mountain Time (US & Canada),"",2020-03-16 02:25:17 UTC,research,https://www.inaturalist.org/observations/40061981,https://static.inaturalist.org/photos/63626341/medium.jpg,,,8,0,"Washington, US",48.4135910864,-123.0581181431,,,,,true,,Orca,Orcinus orca,Orca
40724800,379bae0b-1891-40c3-ae41-0be121ac7aaf,2010-09-05,2010-09-05 21:07:00 UTC,Eastern Time (US & Canada),Kent P. McFarland,2020-03-25 23:59:27 UTC,research,https://www.inaturalist.org/observations/40724800,https://inaturalist-open-data.s3.amazonaws.com/photos/64555777/medium.jpg,,,8,0,"Washington, US",48.6627408912,-122.8410223808,,,,,true,,Orca,Orcinus orca,Orca
40724802,45e71095-ce68-41b7-b904-bc8c42125af6,2010-09-05,2010-09-05 20:05:00 UTC,Eastern Time (US & Canada),Kent P. McFarland,2020-03-25 23:59:27 UTC,research,https://www.inaturalist.org/observations/40724802,https://inaturalist-open-data.s3.amazonaws.com/photos/64555811/medium.jpg,,"male fin. Possibly individual named ""ruffles""",9,0,"Washington, US",48.6746967848,-122.8977159553,,,,,true,,Schwertwal,Orcinus orca,Orca
41173813,815a2aea-bbcf-454e-9d39-70e2a6e218df,2014-08-06,2014-08-06 09:36:21 UTC,Eastern Time (US & Canada),Sophie Roy,2020-04-01 17:00:53 UTC,research,https://www.inaturalist.org/observations/41173813,https://inaturalist-open-data.s3.amazonaws.com/photos/65293893/medium.jpg,,,8,0,"Washington, US",47.0169875331,-124.2660413438,,,,,true,,Orca,Orcinus orca,Orca
41173832,ebf4cd8c-bfbf-4e10-a1cd-c49924f63090,2014-08-06,2014-08-06 08:48:13 UTC,Eastern Time (US & Canada),Sophie Roy,2020-04-01 17:01:16 UTC,research,https://www.inaturalist.org/observations/41173832,https://inaturalist-open-data.s3.amazonaws.com/photos/65293928/medium.jpg,,,7,0,"Washington, US",47.0798653687,-124.1021688801,,,,,true,,Orca,Orcinus orca,Orca
42120386,f4b1d15b-7ffe-4794-b636-208e70ce1d97,2015-06-09,2015-06-10 00:51:00 UTC,Central Time (US & Canada),Krohl,2020-04-13 21:49:14 UTC,research,https://www.inaturalist.org/observations/42120386,https://static.inaturalist.org/photos/66857273/medium.jpeg,,,5,0,"Washington, US",48.4437071996,-123.0741927114,,,,,true,,Orca,Orcinus orca,Orca
44196592,63758b93-2855-4ec2-a075-a4bb6a3aa914,2018-08-19,2018-08-19 13:42:52 UTC,Pacific Time (US & Canada),Stephen Jolly,2020-04-28 23:59:40 UTC,research,https://www.inaturalist.org/observations/44196592,https://static.inaturalist.org/photos/70072264/medium.jpg,,,9,0,"Washington, US",48.6982714935,-122.6491927205,,,,,true,,Orca,Orcinus orca,Orca
44551338,5fcd40f6-c40a-4f92-a7f4-47d6ffbb564a,2017-08-18,2017-08-18 17:20:00 UTC,Pacific Time (US & Canada),Shalayna Ewing,2020-05-02 03:06:54 UTC,research,https://www.inaturalist.org/observations/44551338,https://inaturalist-open-data.s3.amazonaws.com/photos/70636186/medium.jpg,,Transient orca pod from 2017,7,0,"Washington, US",48.4640867837,-122.7730255442,,,,,true,,Orca,Orcinus orca,Orca
44638316,8d30c6a0-3421-4a9d-9f51-ad4a4c3ea478,2018-09-12,2018-09-12 16:21:00 UTC,Pacific Time (US & Canada),Antonio Flores,2020-05-02 20:33:47 UTC,research,https://www.inaturalist.org/observations/44638316,https://inaturalist-open-data.s3.amazonaws.com/photos/70769403/medium.jpg,,,4,0,"Washington, US",48.6295195679,-122.9091458348,,,,,true,,Orca,Orcinus orca,Orca
44694874,83979a47-d658-4538-bfa7-e359350b594d,2018-09-24,2018-09-24 21:12:00 UTC,Mountain Time (US & Canada),Nikki Beaudoin,2020-05-03 06:16:15 UTC,research,https://www.inaturalist.org/observations/44694874,https://static.inaturalist.org/photos/70861070/medium.jpg,,,6,0,"Clallam County, US-WA, US",48.30551739,-123.9127893859,,,,,true,,Orca,Orcinus orca,Orca
44882619,36592a3f-5881-453e-a7b0-76dd7160eaff,2007-07-01,2007-07-01 23:09:00 UTC,Central Time (US & Canada),Sam Wilson,2020-05-04 15:35:38 UTC,research,https://www.inaturalist.org/observations/44882619,https://inaturalist-open-data.s3.amazonaws.com/photos/71151811/medium.jpg,,"Mother and calf orcas from ""J Pod""",6,0,"Washington, US",48.494557936,-123.170657413,,,,,true,,Orca,Orcinus orca,Orca
46511171,bc297914-4c8b-4379-8c12-50158853b632,2019-10-02,2019-10-02 18:11:00 UTC,Pacific Time (US & Canada),Kaichi Huang,2020-05-19 18:09:24 UTC,research,https://www.inaturalist.org/observations/46511171,https://static.inaturalist.org/photos/73765951/medium.jpeg,,,9,0,"Washington, US",48.5897983074,-123.0581039457,,,,,true,,Orca,Orcinus orca,Orca
46935950,d7d096ec-4c6e-4950-b1a1-7955d10238fd,2016-07-20,2016-07-20 18:59:00 UTC,Mountain Time (US & Canada),Christine Ambrose,2020-05-23 07:01:21 UTC,research,https://www.inaturalist.org/observations/46935950,https://inaturalist-open-data.s3.amazonaws.com/photos/74438950/medium.jpg,,on a boat cruise through the San Juan Islands,6,0,"Washington, US",48.5660049879,-122.8482527189,,,,,true,,Orca,Orcinus orca,Orca
48513549,4860dd9b-adc4-4b64-b392-884744245461,2019-06-17,2019-06-17 22:30:01 UTC,Pacific Time (US & Canada),,2020-06-05 05:50:13 UTC,research,https://www.inaturalist.org/observations/48513549,https://inaturalist-open-data.s3.amazonaws.com/photos/76986018/medium.jpg,,,8,0,"Washington, US",47.5697715108,-122.4899068451,,,,,true,,Orca,Orcinus orca,Orca
49824710,07a48096-bd08-4199-862a-30bf0da6f83e,1980-01-01,1980-01-01 05:27:15 UTC,Eastern Time (US & Canada),Lorraine Hamilton,2020-06-16 11:50:35 UTC,research,https://www.inaturalist.org/observations/49824710,https://static.inaturalist.org/photos/79106224/medium.jpg,,,4,0,"Washington, US",48.434645556,-122.8871238386,,,,,true,,Orca,Orcinus orca,Orca
50235989,176a86f1-e6c2-4341-b179-b0cfd6c764c9,2016-10-02,2016-10-02 07:16:00 UTC,Jakarta,Khemthong Tonsakulrungruang,2020-06-20 07:18:33 UTC,research,https://www.inaturalist.org/observations/50235989,https://inaturalist-open-data.s3.amazonaws.com/photos/79774616/medium.jpg,,,5,0,"Washington, US",48.5778091318,-122.8934739205,,,,,true,,Orca,Orcinus orca,Orca
51714404,b7fa68f5-632a-465b-a9f5-f3a260f13a34,2020-07-02,2020-07-02 07:41:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-07-02 17:55:31 UTC,research,https://www.inaturalist.org/observations/51714404,https://inaturalist-open-data.s3.amazonaws.com/photos/82180579/medium.jpeg,,"first orcas of the year possible calf amongst the pod, 4-5 seen, hunting and stunning schools of large fish with their tails.  Very foggy morning headed north.",6,0,"Washington, US",48.2387386343,-122.5763265042,,,,obscured,true,,Orca,Orcinus orca,Orca
51877285,a8c76b73-0f16-4f38-8b93-93b228654625,2020-06-10,2020-06-11 00:06:49 UTC,Pacific Time (US & Canada),,2020-07-04 06:26:36 UTC,research,https://www.inaturalist.org/observations/51877285,https://inaturalist-open-data.s3.amazonaws.com/photos/82446587/medium.jpg,,,6,0,"Washington, US",48.6012564734,-123.1215252796,,,,,true,,Orca,Orcinus orca,Orca
52067313,3dccafde-e918-4182-beed-4e43b6833647,2020-07-04,2020-07-05 02:58:50 UTC,Pacific Time (US & Canada),,2020-07-05 20:29:34 UTC,research,https://www.inaturalist.org/observations/52067313,https://inaturalist-open-data.s3.amazonaws.com/photos/82749341/medium.jpg,,,6,0,"Washington, US",48.506011593,-123.0447886458,,,,,true,,Orca,Orcinus orca,Orca
52220841,ed7978a4-7296-480d-b792-23275478642e,2020-07-06,2020-07-06 18:28:39 UTC,Pacific Time (US & Canada),"",2020-07-07 02:26:25 UTC,research,https://www.inaturalist.org/observations/52220841,https://inaturalist-open-data.s3.amazonaws.com/photos/83000192/medium.jpeg,,Enjoyed watching a pod of orcas off Lime kiln. Saw one breach and another fluked its tail repeatedly.,4,0,"Washington, US",48.4915520921,-123.1574772421,,,,,true,,Orca,Orcinus orca,Orca
52545287,5953c860-be03-4f6a-a577-f389c132e11c,2020-07-08,2020-07-09 02:46:00 UTC,Pacific Time (US & Canada),Lisa,2020-07-10 04:34:06 UTC,research,https://www.inaturalist.org/observations/52545287,https://inaturalist-open-data.s3.amazonaws.com/photos/83536944/medium.jpg,,"Saw a pod of at least four whales while sitting on Marine Park Beach. Orcas were near the buoy heading south.
A small boat and a few kayakers got some good close views!

Photo is a clip from a video.",6,0,"Washington, US",48.6341772351,-122.4319079732,,,,,true,,Orca,Orcinus orca,Orca
52703922,3f550778-b591-4955-9f70-1c82816b145d,2016-04-07,2016-04-07 21:25:00 UTC,Pacific Time (US & Canada),Ben Yandell,2020-07-11 17:51:57 UTC,research,https://www.inaturalist.org/observations/52703922,https://inaturalist-open-data.s3.amazonaws.com/photos/83797370/medium.jpg,,"",6,0,"Washington, US",48.3945709017,-122.7751175522,,,,obscured,true,,Orca,Orcinus orca,Orca
53083742,d6e253a4-3d95-4e43-ad65-26485d8a40c6,2020-07-14,,UTC,,2020-07-14 19:46:51 UTC,research,https://www.inaturalist.org/observations/53083742,https://inaturalist-open-data.s3.amazonaws.com/photos/84413981/medium.jpg,,,6,0,"Washington, US",47.7223786312,-122.5070785685,,,,,true,,Orca,Orcinus orca,Orca
53083976,3c1a3bc2-abe4-427d-a41f-40f916346712,2020-07-14,,UTC,,2020-07-14 19:48:40 UTC,research,https://www.inaturalist.org/observations/53083976,https://inaturalist-open-data.s3.amazonaws.com/photos/84414194/medium.jpg,,The dorsal fin is tall and not quite straight suggesting to me an older adult male,5,0,"Washington, US",47.7761905877,-122.5320724405,,,,,true,,Orca,Orcinus orca,Orca
53125266,0cdf9ed6-ac82-44b8-9684-8659dbfe9bfc,2020-07-14,2020-07-14 19:21:41 UTC,Pacific Time (US & Canada),Dean Walton,2020-07-15 04:43:13 UTC,research,https://www.inaturalist.org/observations/53125266,https://inaturalist-open-data.s3.amazonaws.com/photos/84482063/medium.jpg,,,6,0,"Washington, US",48.5457056538,-123.0042131094,,,,,true,,Orca,Orcinus orca,Orca
54019961,e1e4e763-fbe1-4986-ae88-57ea44cd23d3,2020-07-22,2020-07-22 09:51:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-07-23 03:09:07 UTC,research,https://www.inaturalist.org/observations/54019961,https://inaturalist-open-data.s3.amazonaws.com/photos/85936051/medium.jpeg,,"headed northward, one large member of the pod with a bent dorsal tip was keeping a close eye on the boats nearby, distanced from the rest of the pod",5,0,"Island County, US-WA, US",48.1173460221,-122.5248506255,,,,obscured,true,,Orca,Orcinus orca,Orca
54085519,a73cc5e0-1ff4-4d31-b801-3c54f52d1fba,2020-07-23,2020-07-23 19:09:24 UTC,Pacific Time (US & Canada),Kyle Blankenbeckler,2020-07-23 19:22:54 UTC,research,https://www.inaturalist.org/observations/54085519,https://static.inaturalist.org/photos/86040683/medium.jpg,,,5,0,"Washington, US",48.1889035899,-122.5573172359,,,,,true,,Orca común,Orcinus orca,Orca
55034946,b81b787f-3ebf-4b70-8b6b-db3d14206390,2016-07-31,2016-07-31 08:16:00 UTC,Sydney,Jonathan M,2020-08-01 14:20:27 UTC,research,https://www.inaturalist.org/observations/55034946,https://inaturalist-open-data.s3.amazonaws.com/photos/87606421/medium.jpg,,so lucky this calf came in so close; southern resident (fish-eaters) - J Pod,8,0,United States,48.8060741422,-122.9491176944,,,,,true,,Orca,Orcinus orca,Orca
55088345,e7391453-060e-402e-92b1-e1d23ef90a43,2020-08-01,2020-08-01 09:02:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-01 22:11:40 UTC,research,https://www.inaturalist.org/observations/55088345,https://inaturalist-open-data.s3.amazonaws.com/photos/87691390/medium.jpeg,,"headed north, unfortunately lots of weekend boat traffic they had to deal with today",4,0,"Washington, US",48.1718861116,-122.4374139614,,,,obscured,true,,Orca,Orcinus orca,Orca
55117944,0fdc284d-ab6b-4c69-a1d3-df3bfc3204c3,2020-08-01,2020-08-01 15:05:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-02 04:14:57 UTC,research,https://www.inaturalist.org/observations/55117944,https://inaturalist-open-data.s3.amazonaws.com/photos/87741868/medium.jpeg,,"Hunting in the Saratoga the whole day long, really amazing to witness",7,0,"Washington, US",48.1732091096,-122.4334018912,,,,obscured,true,,Orca común,Orcinus orca,Orca
55117945,ae523dde-b35c-4a71-9235-adc21bac5348,2020-08-01,2020-08-01 15:17:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-02 04:14:57 UTC,research,https://www.inaturalist.org/observations/55117945,https://inaturalist-open-data.s3.amazonaws.com/photos/87742105/medium.jpeg,,"Hunting in the Saratoga the whole day long, really amazing to witness",6,0,"Washington, US",48.0666429181,-122.5967523407,,,,obscured,true,,Orca común,Orcinus orca,Orca
55117946,8a1f9369-a67e-4074-ba24-511f40594c27,2020-08-01,2020-08-01 16:08:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-02 04:14:58 UTC,research,https://www.inaturalist.org/observations/55117946,https://inaturalist-open-data.s3.amazonaws.com/photos/87744175/medium.jpeg,,"Hunting in the Saratoga the whole day long, really amazing to witness",5,0,"Washington, US",48.1782134324,-122.4868329835,,,,obscured,true,,Orca común,Orcinus orca,Orca
55117948,17b9e618-c3d9-43e3-9257-ba59d94b15bb,2020-08-01,2020-08-01 15:39:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-02 04:14:58 UTC,research,https://www.inaturalist.org/observations/55117948,https://inaturalist-open-data.s3.amazonaws.com/photos/87744449/medium.jpeg,,"Hunting in the Saratoga the whole day long, really amazing to witness",6,0,"Washington, US",48.0927874463,-122.5357140167,,,,obscured,true,,Orca,Orcinus orca,Orca
55117949,6ae8f6ad-9d7b-48d1-af6e-fb5cbb588bcc,2020-08-01,2020-08-01 16:18:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-02 04:14:58 UTC,research,https://www.inaturalist.org/observations/55117949,https://inaturalist-open-data.s3.amazonaws.com/photos/87744461/medium.jpeg,,"Hunting in the Saratoga the whole day long, really amazing to witness",6,0,"Washington, US",48.1603149152,-122.4739564174,,,,obscured,true,,Orca,Orcinus orca,Orca
55128847,5d8f5103-9956-4d60-9636-6ec4c97d44f0,2020-08-01,,UTC,Serena Tierra,2020-08-02 08:34:44 UTC,research,https://www.inaturalist.org/observations/55128847,https://inaturalist-open-data.s3.amazonaws.com/photos/87763834/medium.jpeg,,T137s and T65As heading south in Saratoga Passage,8,0,"Washington, US",48.1222882406,-122.4941730064,,,,,true,,Bigg's Killer Whale,Orcinus orca,Orca
55767188,e6ff9637-91bc-46dc-bb80-db23f515dca2,2020-08-07,,UTC,Serena Tierra,2020-08-08 04:54:44 UTC,research,https://www.inaturalist.org/observations/55767188,https://inaturalist-open-data.s3.amazonaws.com/photos/88822464/medium.jpeg,,T137s and T65As,7,0,"Washington, US",48.1113817735,-122.5518756041,,,,,true,,Bigg's Killer Whale,Orcinus orca,Orca
56160216,e4546559-a40a-4449-9b4f-afd8f0e3f3fe,2020-08-11,2020-08-11 08:13:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-11 20:25:14 UTC,research,https://www.inaturalist.org/observations/56160216,https://inaturalist-open-data.s3.amazonaws.com/photos/89471291/medium.jpeg,,"",6,0,"Washington, US",48.3903447177,-122.5678935902,,,,obscured,true,,Orca,Orcinus orca,Orca
56160217,71977f05-f299-41e0-a9e9-e8d2e743dcec,2020-08-11,2020-08-11 08:15:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-11 20:25:14 UTC,research,https://www.inaturalist.org/observations/56160217,https://inaturalist-open-data.s3.amazonaws.com/photos/89472291/medium.jpeg,,"",6,0,"Washington, US",48.3018033656,-122.5991377239,,,,obscured,true,,Orca,Orcinus orca,Orca
56160219,5880bf33-f7c6-4392-ab1a-a8f01637baba,2020-08-11,2020-08-11 08:16:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-11 20:25:15 UTC,research,https://www.inaturalist.org/observations/56160219,https://inaturalist-open-data.s3.amazonaws.com/photos/89473189/medium.jpeg,,"",6,0,"Washington, US",48.2608716617,-122.463057109,,,,obscured,true,,Orca,Orcinus orca,Orca
56160220,edd7993e-8567-405d-829f-6bbf9d3e659e,2020-08-11,2020-08-11 08:18:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-11 20:25:15 UTC,research,https://www.inaturalist.org/observations/56160220,https://inaturalist-open-data.s3.amazonaws.com/photos/89473531/medium.jpeg,,"",7,0,"Washington, US",48.3265642508,-122.4352659834,,,,obscured,true,,Orca,Orcinus orca,Orca
56160222,6703c955-6314-4a52-aaa0-c679935ac70c,2020-08-11,2020-08-11 08:25:00 UTC,Pacific Time (US & Canada),Mieke Ahnna Lee,2020-08-11 20:25:16 UTC,research,https://www.inaturalist.org/observations/56160222,https://inaturalist-open-data.s3.amazonaws.com/photos/89474099/medium.jpeg,,"",7,0,"Washington, US",48.273603596,-122.5277175751,,,,obscured,true,,Orca,Orcinus orca,Orca
56459200,c518871c-f79f-43e9-aa14-9ec4f0b8e3af,2011-06-12,2011-06-12 06:29:00 UTC,Mountain Time (US & Canada),David Martin,2020-08-14 22:36:07 UTC,research,https://www.inaturalist.org/observations/56459200,https://inaturalist-open-data.s3.amazonaws.com/photos/89974703/medium.jpg,,,7,0,"Washington, US",48.783756052,-123.1798766309,,,,,true,,Orca,Orcinus orca,Orca
